Date,Open,High,Low,Close,Adj Close,Volume
2024-03-18,523.3900146484375,524.1099853515625,520.969970703125,521.2100219726562,521.2100219726562,139279100
2024-03-25,519.7999877929688,523.72998046875,518.4000244140625,523.4149780273438,523.4149780273438,220066894
